PropertyName,link,rating,review,date,reviewer
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"Words cannot express my gratitude for having lived at BLVD63. It is by far the best place to live near SDSU. The apartments are brand new and most utilities are included. You even get a 46"" tv with HBO! The pool is nothing short of a tropical paradise and the gym is hauntingly beautiful. I've made friends for life in this establishment. The staff is nice and kind, especially Daniel. What a handsome young man with a bright future ahead he is. I would highly recommend for all to live here and have a delightful stay as I did. Bless the hearts of these beautiful souls!",2016-02-23,Daniel P.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"Alyssa was so helpful and patient with me when I had questions regarding rent, we were able to get everything figured out painlessly and quickly. I love Blvd 63!",2016-09-14,Jamie K.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"Daniel has introduced me to this great complex and all i can say it has been a great experience so far. Met a lot of new people, take advantage of all amenities pool, gym pingpong tables billiards and many more. 
I highly recommend this high standard student housing to everyone who goes to State and and can afford to live here.",2015-12-14,Eli D.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"I've been a resident here since last September, and I really like living here. The room sizes are awesome and the staff here is really tolerant to some ridiculous requests I've heard residents ask them. Especially Gabby at the club house desk, she's always really nice to me and everyone else every time I come in. I've never seen her NOT eager to answer any questions or find out answers no matter what. 

The only sucky thing that I have to say about the apartment is that prices keep going up about every other month, but that's just because this complex is getting really popular. Other than that, there's nothing I can complain about!",2016-02-09,Christian A.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"I'm glad they listened to us and lowered the parking costs for next year! That's $120 less I'll have to pay, can't complain. 
BLVD is an amazing place to live. Your rent includes cable, internet, wifi, furniture, pretty much everything except electricity which is only like $15 a month. & Everything here is so clean, I swear they have cleaners here every single day making sure the grass is green and the palm trees are up to resort-standard. I high recommend anyone looking for an apartment near SDSU to live here. You'll meet so many people and get to relax knowing you're in good hands. The people at the desk are quick to help you out as much as they can, and if they can't they'll find you someone who can help. When I needed a storage room, Gabby was able to get me set up with the room and the key in less than an hour. And maintenance is always able to fix any broken/clogged stuff in our apartment within the next day that I put in the service request, and they don't charge for it either unless it's something big like you punched a hole through your door (which my friend did). 
Overall, BLVD has a great environment and I would recommend anyone to live here.",2016-07-01,Matthew V.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,I came to Blvd63 for a tour with my parents and Myishia was very helpful and honest. She made me feel comfortable and was very informative. I will definitely be back with my roommate to lease :),2016-06-09,Donnie D.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,Blvd63 is by far the best apartment building he  near SDSU campus. Their gym is huge and it's open 24h. I have a pool view apartment and wake up everyday to the sunrise over the palm trees! All my neighbor's are friendly especially international students. Everyone at the office is super nice including this one guy called danny. He's always smiling! I can't imagine myself living anywhere else! I give it 5 stars. It's a shame I graduate next year and will have to move but I'll always have the friends memories I've made here!,2015-12-09,Daniel E.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"There's way too many good things I can say about BLVD63. The whole atmosphere of the complex promotes the whole ""socal vibe"" and there's tons of palm trees, shade, and surfer/skater decorations everywhere. The staff is very organized so I've never had a problem with any service requests not getting done on time or anything that people who live in other apartments have to deal with. 
The most important thing for me is the actual apartment unit I have to live in. Which is why I'm so happy I moved into BLVD. The rooms are huuuge for the doubles. There's so much space, and the bathrooms are big too. I like how the apartments come fully furnished, and the couches are comfortable to crash on or just relax. For the beds, I'd recommend getting a mattress topper just to make them a little softer, but everything else is perfect. I lived in a corner unit this year so my apartment always had plenty of sunshine and a nice breeze. It really felt like I was living in a hotel.
The staff does a great job of keeping the apartment complex clean and beautiful. Gabby at the Resident Service desk is also a great help, whenever I have anything wrong I know I can just email her and she'll take care of it for me. That's one of the best things about this place, you know who to go to to get any issues solved. If the staff you're talking to doesn't know how to fix a problem, they'll find someone who does.
The clubhouse is also another favorite of mine at BLVD. There's like 6 tvs and huge couches everywhere, and they also have a separate room just for this one big tv and more couches and benches. This past year they played the Warriors vs Cavs game in that room and had Woodstock Pizza for the residents watching.... I can't complain about free food. I renewed my lease, so I'm looking forward to the events they throw next year!",2016-07-02,Jeneva D.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"I lived at another college apartment complex before moving here and I can definitely vouch when I say that paying a little bit extra for rent is worth the better quality of living. There are so many amenities that are constantly kept clean so I actually want to use them, abundance of free food, and so many resident events which provides free fun for me and my friends! I definitely take pride in being able to say that I live here.",2016-10-16,Marissa C.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"I've just recently moved to BLVD63 and it has been great. The property is designed to create its own community. I've met so many different people and the staff has been nothing but nice. BLVD63 has so many amenities that I use on the daily. I use the gym every day and it is probably the best gym I've been to at an apartment complex. The pool on this property speaks for itself! When I show my friends and family BLVD63 they get jealous and tell me it looks like I'm on vacation. When I spend a day out at the pool that's exactly how it feels! The only downfall within the time I've lived here is that there is a lot of vandalization. I mean what do you expect from a bunch of drunk college kids. But the BLVD63 staff is always on top of getting things fixed and keeping the property nice. Overall, I'm happy with my decision to choose BLVD63.",2016-10-09,Robert O.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,4.0,Loved living in BLVD! They really made you feel like you were living the San Diego lifestyle. The only reason I gave it 4 stars is because there was always something broken or not working at BLVD. Other than that its a beautiful luxurious complex.,2016-06-01,Desiree H.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,4.0,"BLVD63 has a fun and laid back atmosphere! It includes so many wonderful amenities (pool, gym, study rooms). The only setback is that minor things in the apartment have a tendency to break more easily. Other than that, the room sizes and apt size is great!",2016-05-01,Charley B.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,Beautiful Place to live in. Great environment and great staff. Colleen was the best and was super helpful and clear with all the information.,2016-04-06,Gabriel M.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"There's not a bad thing I can say about this place. They have free food all the time, this month there were free waffles every Wednesday and free hot dogs every Friday, and I went EVERY TIME... lol. My service requests get completed really fast, and I always use the gym here in the morning since that's when it's least crowded. The staff is very helpful to me every time I go in, especially Gabby. whenever I have a problem that takes more than a couple days, she keeps me updated every time there's a change or progress with the issue. My roommates and I are renewing our lease next year so can't wait to see what kinda events they have coming up! Maybe another iPad mini raffle?!",2016-03-02,Melody L.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,4.0,"The rent has been raised too much, especially for loyal renters. However the facilities are very nice, most of the staff is great as well. Ashley Rhee is always happy to greet and help anyone. The gym is good, however there should be a squat rack and a punching bag.",2015-12-09,bill s.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"I've lived here for almost two years now and I'm going to be sad to leave BLVD next year for my study abroad. This is an amazing apartment to live in. Imagine all the social aspects of living in a dorm but none of the gross communal restrooms and lack of privacy. Mostly everyone here is sophomores/juniors/seniors at SDSU, so it's really easy to socialize and make new friends, especially with all the events that they throw for their residents! The staff is very informational and organized. When I had trouble with anything, Gabby would always be there to explain everything and get it all squared away, which is something I can't be grateful enough for because I never had to go searching for someone to fix something for me.
The best part about living here is the amount of amenities that we have access to and how huuuuge the rooms are. The apartment comes with the standard furniture, but there's still plenty of room to personalize and make it our own. The bathrooms have two sinks (if you have a double) and the beds are full sized. It's a huge upgrade from the dorms, and it costs less too. There's also a big gym, two pools, and a clubhouse with a lot of individual study rooms if you ever want to have study groups. I really liked the study rooms because the wall is a giant white board that you can do homework problems on.
My one tip after living here for such a long time is that if you have a service request, either call the office or go down and put it in. It's a lot faster that way than if you submit it online, because they print it right away at the desk and it'll get into the maintenance workers' hands faster that way. Other than that, you're going to have a great time living here!",2016-07-01,Leiana B.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"Love, love, LOVE BLVD63!!!

The pictures online don't do it justice - this place is gorgeous. I feel like I'm living on vacation and going to school at the same time. Beautiful pool area, 24hr gym with free fitness classes like spin and kickboxing, study rooms, fire pits, tanning beds - all included in the price. The apartments are pretty basic on the inside, but it allowed me and my roommates decorate just how we wanted to. On top of that we didn't have to go out and buy any new furniture; it was all there waiting for us when we moved in! 

No, this isn't going to be the cheapest place you find, but for the price and what is included it's worth it. Parking is $50 a month, which is about the same as overnight parking at SDSU for 2 semesters. Rent includes all the utilities: water, sewer, trash, internet/wifi, and cable (except electricity, but I've never paid more than $30 for my portion), the shuttle service that takes you to SDSU and back, and access to everything else.

On top of that, the staff is always throwing events for residents. They've done pool parties, casino nights, free food events, trivia Tuesdays, movie nights, and always free coffee at the clubhouse office. If you ever have something break in you apartment, you can go online to put in a request, and maintenance comes up and fixes it for you super fast!",2015-10-16,Isabel D.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,Went to visit a friend that lives here and this place is amazing. Best part is how close it is to Cheeba Hut. While is was there I spoke with Daniel to get more details and he was an excellent help and very knowledgeable.,2015-12-14,Elias A.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"A perfect place to live/make friends if you're a student or young professional. Everybody is so inviting and the amenities are great! It can get a bit noisy, but I don't mind because I can sleep through anything. Although it's a bit pricey for the area, you'll definitely understand why after a visit. My friends are always amazed when they come and visit -- it's like living in a resort!",2015-12-14,Victoria N.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,1.0,"Do yourself a favor and DO NOT LIVE HERE. Where to begin... 1. Most of all most of the staff is extremely rude and unhelpful. 2. The apartment complex is brand new, but has been constructed very cheaply so everything breaks easily. 3. The security is a joke. They walk around and pretend they are keeping this place safe, but really are not. When you want to contact them they don't even answer. 4. The parking garage is a joke. You pay a monthly fee to park there and your car is not even secure. Cars get damaged and broken into because the doors don't even work. Not to mention my car was TOWED unfairly. All BLVD 63 cares about is the ridiculous amount of money they get from their residents. If I could move I would, but I'm stuck in their expensive 12-month lease. I wish I could give them no stars.",2016-01-20,Melisa N.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"I love living here! The amenities are unbeatable! My first impression was that the rent was high but after living here for a bit... with cable, internet, a gym membership, and a shuttle I use daily.. I realize I am actually saving money here. They have an amazing pool which I haven't used as much as I'd like. I do, however, LOVE my apartment! Maintenance is speedy when it comes to fixing anything in the apartment. It's close to SDSU but not near the hustle and bustle which is nice. Endless food options, grocery stores.. VERY convenient. I am happy I decide to rent at BLVD!",2015-10-20,Sarah C.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,1.0,"When you live in a place with constant security guards patrolling and residents complaining about security being either inconsistent or overbearing, are you living in an apartment or prison?",2014-11-09,Hieu L.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"Great experience with the leasing staff.  They went above and beyond to help us lease an apartment quickly after an unfortunate flooding incident at a previous apartment made 4 student roommates homeless.  Mark and Anne were awesome!  The complex looks great, location has so many positive attributes.",2015-08-23,Steve L.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"This place is rad- the clubhouse is insane. Shuffleboard, pool tables, study rooms, a 80"" TV for Niners football.. yes.",2014-09-24,Nick R.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,4.0,"It's a great place to live, with a clubhouse, a gym, and two swimming pools. The apartments are very conveniently located, just a short walk to get a bite to eat or to buy groceries.

The staff are friendly and helpful, and the management is responsive to resident concerns. Solid!",2014-11-02,Hari H.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"I love living here, the staff is really informational and always try to give the best help that they can provide. They are so friendly and I love going to the events that are set up.",2016-02-02,Lauren I.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,4.0,"This place at first look is a modern, beachy-vibe feel that looks out of place. After touring the area, I was pretty amazed at all surroundings and the vibe that it gave. It definitely felt safer than around campus, even at later or darker hours. The staff at the leasing office gave me a nice unpressurized tour and the staff at the mailing office, whom I believe her name was Maddy, was very kind to direct me and inform me about all my questions about the apartments, especially about the upcoming sweet deal on the parking pass. It's a bit more on the expensive side, however, it rivals those apartments around campus. Though it's a mile away, it provides constant running shuttles to the SDSU campus on the weekdays and includes resort-styled additions, such as a beachfront pool, and most of your untitled covered. Definitely check it out!",2016-02-18,Sonia T.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"At first our apartment had many technical issues, and it seemed like an ongoing issue that was never going to be fixed. However once we contacted management with our issues they were very quick to accommodate and followed up repetitively to make sure that we were all satisfied. 
The clubhouse is for sure my favorite thing about this place it has a great atmosphere and is amazing for studying and when i want it to be a little extra quiet the study rooms are great.
I love my room and I don't even know how i used to live without a walk in closet.
Overall the staff is amazing and the amenities are outstanding.",2014-12-09,Rheannon C.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,4.0,"Everything at this place is great. Except for two things: there is no squat rack in the fitness center, and the walls are extremely thin. The workers mostly know what they're doing. Especially Ashley Rhee, she is an exceptional worker. She is always very helpful and kind.",2015-12-09,John A.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"Excellent maintenance and services. Never had a problem living here. Delivered results over expectations. Highly recommend for college students. Pool,cabanas, gym,what not!",2015-04-30,Pavan P.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"OH BOY! What can I say about this place. Well for starts, I've lived here for about half a year now and its probably the nicest apartment complex in the area. The amenities are great and they even provide a free shuttle that can take me to and from state. Whenever I have a problem, their staff is great at taking care of it. Especially Ashley Rhee. She went way out of her way to help me out. I understand she could've sent me to the clubhouse where they are suppose to deal with residents but she took her time and walked through my problems. Her patience and genuinity is a real gem. Thanks!!",2015-12-09,Anthony C.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,3.0,"Apartments are nice, many amenities and very central location.  All in all not bad, however the  parking situation is an absolute joke.  Either pay an exorbitant amount for a parking permit (which cost more than a parking permit at SDSU) try to find parking around the complex (many spots which have been marked white with meter maids patrolling constantly) or park in the surrounding neighborhood where pissed off residents slash your tires for parking in front of their houses (I see on average about half a dozen tires slashed and cars keyed a week and have literally seen hundreds of tires slashed in the last year)  All while the parking structure sits half empty. If you're going to pay a ""luxury price"" parking should absolutely be included.",2015-08-12,BRANDON C.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"This place has a great staff who put on some awesome events, and an awesome location near SDSU.  Definitely affordable for both college students and conventional and multi-family renters.  This is without a doubt THE place to live in the college area.  
Stop by and check it out, and I know you will be sold on living here!",2014-04-08,John H.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,4.0,"Beautiful community. This was their first year open, but I already see their potential to be the most sought after apartments in the College community here.",2014-12-09,Stephanie '.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,Great experience! One of the best decisions my group and I made. The whole place is furnishes most everything is included you just have to pay for electrical. Great place!,2015-02-25,Nathan D.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,2.0,"I've had many problems living here. One of my biggest complaints is security. I've had security knock on my door multiple times without cause. I don't know what BLVD's definition of a noise complaint is, but clearly it's a bored security guard's, with nothing better to do with their time, ability to hear music from outside a door. I've had them knock on my door at 8:45 on a saturday night complaining that my music was too loud, noting that there were no guests at the apartment (Didn't know I was paying what I am paying to continue living in the dorms again). However, as I am sitting here studying for a midterm on a sunday night/Monday morning at 2:02 a.m. there isn't a security phone number in sight to call about an ACTUAL noise complaint about the pounding music on the floor above me. This is absolutely ridiculous and find it completely mind boggling that security can be so overbearing at unnecessary times, but completely useless at times of need. This is a serious problem, and if this is BLVD's idea of being useful and efficient, then they are a long way off. 

- A very dissatisfied tenant.",2014-10-27,Coral S.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,1.0,Horrible complex. They ordered a fellow tenet to remove his American flag because it might offend foreigners.  This is a Horrible place to live.,2014-09-22,D L.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"Friendly staff and resort style living....free wifi, 24 hour gym, bbq pits, club house, and resort style pool! Love it! Love the free coffee and tea every morning. These apartments are used for many college students so keep that in mind before coming here and complaining about noise level. Only recommendation is...50 bucks a month for parking? That's too much :(",2015-01-13,Corina S.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"Great place to live. I have seen all the other reviews for BLVD63 and am seeing mixed results. However many complaints that others have with BLVD63, I do not have. It is very aesthetically appealing and the security usually does a good job of keeping everyone in line and controlling noise late at night.",2014-11-02,Scott M.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"Love this living community. Everything is exactly-if not better, than what I expected. The countless amenities are so helpful. I am more than pleased about my decision to live here.",2014-10-30,Ruta G.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,I love living at BLVD. It's a really great communit and the staff are really friendly! The pool area and all the amenities provided here make BLVD an awesome place to live.,2014-11-10,Nikki P.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"I have been living here for a little over a month now and I could not be happier. The leasing agents, clubhouse employees, and maintenance staff are wonderful. They all genuinely care about your experience here as a resident and want you to enjoy yourself as much as possible. They answer any questions I have and really go out of their way to make sure I am having the best experience possible. 

Maintenance is wonderful. They always come the day of or at least the next day of when I request service. Their friendliness, quick service, and quality of service is impeccable. 

The amenities here are great and the people are really friendly. I love the pool, and if the main one is crowded, the smaller one is always available as well. The clubhouse is always clean, air conditioned, and fun. The shuttle service is really convenient for sdsu students. They always have some type of fun activity like trivia night or waffle wednesday to keep the residents occupied and its a great way to meet your fellow neighbors. There's free food almost every week which is a plus as well. 

The location is awesome. Two grocery stores, rite aid, cvs, two banks, car wash, nail salons, food, gas stations all either walking distance or a super quick drive away. I loved not having to worry about moving big pieces of furniture since its furnished for you, and the fact that internet and cable/HBO is included is so convenient and saves a lot of money. 

The rooms are spacious and the bathrooms are clean and spacious as well. I know it has only been a month, but I really believe Blvd63 will keep up with this great service for years to come. 

Even if some disrespectful neighbors get too loud, there is a number to call to report it and security is pretty on top of things. Although the only complaint I have is that their security staff is not the nicest, most mature, or helpful staff. But luckily we don't have to deal with them often. 

All in all I am a happy resident and I can't wait to see what the rest of the year has in store! I definitely recommend this apartment to anyone! Its worth every penny and more! When you consider everything that is included and what is offered for the price, you can't go wrong. 

The fact that management takes the time to look at each of these reviews and comment on them about how they would like to meet with you and make your experience better or thank you for the review is great serve in itself. Not every apartment even bothers with looking at these. They really do care about the quality of living here and it is appreciated.

Thanks Blvd63 team!",2014-09-20,Jamie F.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"Really amazing property. Top of the line everything. Decor is very cool. The gym is amazing. The rest of the amenities are terrific. I cannot believe this is how college students get to live. The employees are very helpful and always available. This property has added great value to the neighborhood as well.
Welcome Blvd. 63. We appreciate you.",2014-09-25,Kristina M.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"Can you say aaahhhmazing!? Blvd 63 is truly a class act. I have had the pleasure of working with their team on behalf of  Woodstock's Pizza prior to the grand opening as well as during their move in events for students and leasees. Paris, their marketing manager, is extremely helpful and communicative.  Any time I had any questions for her or team members they always pointed me in the right direction and truly care about their vendor relationships and satisfaction. I look forward to working with them in the future!",2014-08-22,Clare M.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,As a business owner in the neighborhood I have to say that this place is top notch. Since day one of construction they have been considerate with neighbors and spent countless hours making sure that everything in the neighborhood would be as good as it was before if not better. The people in the leasing office have spent countless hours in contact with us since move in to make sure that the people living there aren't trashing the neighborhood and are respectful. We are highly encouraged by the people that have joined our neighborhood and are anxious to keep working together to make College area a top neighborhood in San Diego,2014-09-22,Jack L.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,3.0,"living in blvd is nice , but installment process is exhausted and confused . Prices is pretty much. Staff is friendly. The furniture is so good.",2014-12-30,Sam G.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,4.0,"Love the customer service, especially from Mr. Tar'rell. When we first moved in we had couple small issues, however they were fixed within 24 hrs. Great Amenities",2014-11-10,Ben L.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"i just moved in 7 days ago, so it's not like i can give a thorough review of what life is like here, but so far, so good! i'm absolutely amazed with how quiet the apartments are. i was actually rly nervous abt that before moving in, especially living in one of the building with a pool, but the minute i close the windows, i can barely hear anything, which is so nice! 

the apartment smells and feels so new, which is such a nice feeling! of course there are minor issues with it here and there, but that's to be expected when you're the first person to ever live here!

as for the staff, my first day here, i ran into some unexpected issues with the apartment that pertained some of my health problems - the biggest being that my family needs to have an extra key in case something should happen to me medically. the staff was great in having me fill out a form, and that night i received a call from amber stating that i has been approved, pending just a little more paperwork. overall, it was a nice and easy experience.

i feel so bad for the people that are unhappy on here. so far, i have met most of my neighbours, all of whom are incredibly respectful and nice. if anyone is out on their balcony in my building, they always say hi to one another. it's a very nice and welcoming environment.

so far, very good!",2014-08-28,Megan A.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"BLVD63 was the first place I looked at when moving out of the dorms and looking for an apartment and my roommates and I didn't even have to look anywhere else. They have the nicest amenities and are constantly put on fun events for the residents (free breakfast during finals week!!). I know people who were nervous about living here because of the shuttle but once you figure out the system it's so easy to use and it has never made me late. We've had a couple small issues in our apartment (leaky faucet and a broken drawer) but the maintenance staff fixed those things right away. I'm always impressed with how quickly and easily things get fixed here! The residents services desk has such a friendly staff. I always see Kimmy when I go to pick up packages and she's so sweet and always laughing. Overall, such a great experience. All my friends who live in other apartments nearby have had pretty bad experiences in their apartments so I'm glad I ended up living here!",2015-12-30,Madison K.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"BLVD 63 has an amazing team to help you with any questions regarding their apartment and services. They are all very friendly and knowledgeable and their office is conveniently located on campus. Their office vibe is super chill and modern and they have free stuff all the time! I'm super excited to be living in a brand new apartment with new furniture and cool amenities next year. Compared to the other on-campus apartments, BLVD 63 has better amenities and features for a more affordable price. Thanks BLVD 63 for making signing a lease super quick and easy!",2014-06-30,Ashley R.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,3.0,"Alright, it is not like what we thought so beautiful. It just a new 5025 apartment but we need to pay more electric fee. However, it is new, really new which mean you could smell a strong scent once you moved in at the first day. The shuttle bus was bad service before, but right now it is good. You do not need to worry about if it is full or it is a long time to wait. The club is good and luxury, but I rarely need it. All in all, the most problem is internet, because the speed and the quality of the internet is terrible after their updating during thanksgiving! Why updating? Of cause for convenience, not for slow speed!",2014-12-09,Xin Y.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,4.0,"I really like living here so far. I wish that the community room, tanning, and main office opened before 10am though! But I love the free coffee, 24 hour gym, and the workout classes available!",2015-01-10,Brooke P.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"love living here! Blvd63 is a great place to live and for a great price too. I think it's great that Blvd sees the residents needs, like how there is now a third shuttle. Great place!",2014-11-11,Amrutesh V.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"I'm so glad I chose to live here! The pool is great, and it has fire pits and grills too. The clubhouse is awesome and has different types of study rooms available. (Although the clubhouse is only open till 10.) And the apartment itself has a good amount of space and a nice kitchen. In my particular case my apartment balcony overlooks the pool; I couldn't ask for more:)",2014-11-11,Rachael M.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,4.0,"Great facilities, environment and community. Staff is wonderful and helpful.",2014-10-31,Melissa A.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,4.0,Great Fitness center & clubhouse. Love the free fitness classes. Staff in the office are always friendly and try to help you as best they can.,2015-04-16,Samantha M.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,5.0,"BLVD63 is really nice. The Pool, free coffee, free prints and all in one a super atmosphere.",2014-11-02,Endric S.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,1.0,"there's a lot of things wrong with this place,  But the one thing that really upsets me is why the hell am i paying for a parking permit when cars without parking permits are parked in handicap and nothing happens to them,",2014-11-23,Victor T.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,1.0,"So when I moved into blvd63 I was really excited because they are brand new apartments. When we first moved in we had issues with the cable, so we put in a service request but nothing was ever done about it. We had to call the cable company several times and yell at them just to get someone to come out and fix the issue. We were without the cable we were promised for the first month we were here. 

I was VERY disappointed with the quality of the apartments. They were still finishing up the apartments when people started to move in. They really rushed to complete them because there are so many issues. One of my outlets in my room worked fine but one of the plug-ins just stopped working and hasn't been fixed. Our refrigerator seems to not keep our food cold enough so it spoils quicker than normal. We made a service request because we literally could not open the door in front of our dryer. We couldn't use our dryer. Nothing was ever done about that either so we had a friend fix it. I logged into my account and it says on all of our service requests that the work was completed! Ummm...no you guys didn't fix any of these problems. On my door frame of my closet it was put in crooked. There are a few paint mistakes around the apartment also. The color they tried to put on top is a different shade than the one underneath. Charging $600 per month for rent, you should at least fix the shit in the apartments people are paying to live in. 

The people living in the apartments trash the elevators. Several times I've came home and there's alcohol spilled on the floor, throw up, cigarettes, trash, and food just left there. People also leave trash all over the parking structure but I guess since it has no trash cans anywhere in the structure people have nowhere to throw their trash. They actually pay for someone to pick up this trash! 

I thought the gym was going to be so convenient. It's NOT air conditioned which doesn't make sense because people are working out. I seriously see international students in there all the time working out with sandals. That is sooo disgusting and unsanitary. No one wants to see your talens. Don't you realize it's a safety hazard?! Also a lot of people in there smell like B.O. I can't even work out sometimes because they smell so bad. It's really annoying when guys try to lift a lot of weight. They struggle so much that when they're done they drop the weights on the floor so hard that I feel like they're gonna break the equipment and the floor. Not to mention how loud and annoying the sound is every single time. 

What really upsets me is that if you want to park in the parking structure you have to pay $50 a month. That's more than a parking permit for SDSU. So ridiculous!!!! Even though they say not to park on the street, people do it anyway so they don't even pay for parking. Why am I paying $50 per month when they don't even check the parking structure. I see people who aren't handicapped parking their cars in handicapped parking. Thinking they're hot shit. They don't even have a handicapped permit, let alone a permit to even park in the parking structure. They say you'll get towed for parking without a permit but I see people doing it all the time. I'm very unhappy about that.

Also they say that pets are not allowed. Lately I've been seeing this international student walking a little white puppy. If pets are not allowed why do I keep seeing this dog? I love dogs but if he is allowed to have one at his apartment than I will too.",2014-11-23,Jamie B.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,3.0,"yeah this place looks great in the picture and i would love to live here but BEWARE college students, you sign ONE lease per unit. if you room with people you met through their facebook app make sure they will be reliable enough to pay their part of the rent if not YOU/other roommates will be responsible for their rent since your names are on the lease. you would think they would offer individual leases!!!",2014-03-15,Jason A.
BLVD63,https://www.yelp.com/biz/blvd63-apartments-san-diego,1.0,"I was nervous when construction began on the Blvd. 63 building. As the building was completed I was very impressed with all of the fun amenities and the pretty pool that they put in. I however am not impressed by the fact that I am writing this comment at 2 AM because my apartment which is down the street and has had brand new sound blocking windows put in is consistently filled with the sounds of drunken college students yelling, blasting music and having parties until all hours of the morning.  I understand that kids will be kids but the last thing I want to do is be constantly policing other people's children. I half expect to end up seeing someone have a terrible accident during one of their drunken balcony parties. I have made several phone calls as I know some of my neighbors have but all of our attempts at requesting bringing the noise level down at a decent hour have been ignored. I'm all about having some fun but would like to get some sleep eventually.",2014-09-20,Jennifer P.
